% time  Temperature
19.00	30.03
19.50	30.48
20.00	30.95
20.50	31.44
21.00	31.95
21.50	32.49
22.00	33.05
22.50	33.63
23.00	34.23
23.50	34.85
24.00	35.49
24.50	36.15
25.00	36.84
25.50	37.55
26.00	38.28
26.50	39.02
27.00	39.79
27.50	40.58
28.00	41.39
28.50	42.23
29.00	43.08
29.50	43.94
30.00	44.83
30.50	45.74
31.00	46.66
31.50	47.6
32.00	48.55
32.50	49.51
33.00	50.49
33.50	51.48
34.00	52.48
34.50	53.48
35.00	54.49
35.50	55.51
36.00	56.53
36.50	57.56
37.00	58.59
37.50	59.61
38.00	60.64
38.50	61.67
39.00	62.7
39.50	63.73
40.00	64.75
40.50	65.77
41.00	66.79
41.50	67.8
42.00	68.81
42.50	69.81
43.00	70.81
43.50	71.8
44.00	72.79
44.50	73.77
45.00	74.75
45.50	75.71
46.00	76.67
46.50	77.63
47.00	78.57
47.50	79.51
48.00	80.44
48.50	81.37
49.00	82.28
49.50	83.19
50.00	84.09
50.50	84.99
51.00	85.87
51.50	86.75
52.00	87.62
52.50	88.48
53.00	89.34
53.50	90.18
54.00	91.02
54.50	91.85
55.00	92.68
55.50	93.49
56.00	94.3
56.50	95.1
57.00	95.9
57.50	96.68
58.00	97.46
58.50	98.23
59.00	98.99
59.50	99.75
60.00	100.5
60.50	101.24
61.00	101.97
61.50	102.7
62.00	103.42
62.50	104.13
63.00	104.84
63.50	105.54
64.00	106.23
64.50	106.91
65.00	107.59
65.50	108.26
66.00	108.93
66.50	109.59
67.00	110.24
67.50	110.89
68.00	111.52
68.50	112.16
69.00	112.79
69.50	113.41
70.00	114.02
70.50	114.63
71.00	115.23
71.50	115.83
72.00	116.42
72.50	117
73.00	117.58
73.50	118.15
74.00	118.72
74.50	119.28
75.00	119.84
75.50	120.39
76.00	120.93
76.50	121.47
77.00	122.01
77.50	122.54
78.00	123.06
78.50	123.58
79.00	124.09
79.50	124.6
80.00	125.1
80.50	125.6
81.00	126.09
81.50	126.58
82.00	127.06
82.50	127.54
83.00	128.02
83.50	128.49
84.00	128.95
84.50	129.41
85.00	129.86
85.50	130.31
86.00	130.76
86.50	131.2
87.00	131.64
87.50	132.07
88.00	132.5
88.50	132.93
89.00	133.35
89.50	133.76
90.00	134.17
90.50	134.58
91.00	134.98
91.50	135.38
92.00	135.78
92.50	136.17
93.00	136.56
93.50	136.94
94.00	137.32
94.50	137.7
95.00	138.07
95.50	138.44
96.00	138.8
96.50	139.16
97.00	139.52
97.50	139.88
98.00	140.23
98.50	140.57
99.00	140.92
99.50	141.26
100.00	141.59
100.50	141.93
101.00	142.26
101.50	142.59
102.00	142.91
102.50	143.23
103.00	143.55
103.50	143.86
104.00	144.17
104.50	144.48
105.00	144.78
105.50	145.09
106.00	145.38
106.50	145.68
107.00	145.97
107.50	146.26
108.00	146.55
108.50	146.83
109.00	147.11
109.50	147.39
110.00	147.67
110.50	147.94
111.00	148.21
111.50	148.48
112.00	148.74
112.50	149
113.00	149.26
113.50	149.52
114.00	149.78
114.50	150.03
115.00	150.28
115.50	150.52
116.00	150.77
116.50	151.01
117.00	151.25
117.50	151.49
118.00	151.72
118.50	151.95
119.00	152.18
119.50	152.41
120.00	152.64
120.50	152.86
121.00	153.08
121.50	153.3
122.00	153.52
122.50	153.73
123.00	153.94
123.50	154.15
124.00	154.36
124.50	154.57
125.00	154.77
125.50	154.97
126.00	155.17
126.50	155.37
127.00	155.57
127.50	155.76
128.00	155.95
128.50	156.14
129.00	156.33
129.50	156.52
130.00	156.7
130.50	156.88
131.00	157.07
131.50	157.24
132.00	157.42
132.50	157.6
133.00	157.77
133.50	157.94
134.00	158.11
134.50	158.28
135.00	158.45
135.50	158.61
136.00	158.78
136.50	158.94
137.00	159.1
137.50	159.26
138.00	159.42
138.50	159.57
139.00	159.73
139.50	159.88
140.00	160.03
140.50	160.18
141.00	160.33
141.50	160.47
142.00	160.62
142.50	160.76
143.00	160.9
143.50	161.04
144.00	161.18
144.50	161.32
145.00	161.46
145.50	161.59
146.00	161.73
146.50	161.86
147.00	161.99
147.50	162.12
148.00	162.25
148.50	162.38
149.00	162.5
149.50	162.63
150.00	162.75
150.50	162.87
151.00	162.99
151.50	163.11
152.00	163.23
152.50	163.35
153.00	163.47
153.50	163.58
154.00	163.7
154.50	163.81
155.00	163.92
155.50	164.03
156.00	164.14
156.50	164.25
157.00	164.36
157.50	164.46
158.00	164.57
158.50	164.67
159.00	164.77
159.50	164.88
160.00	164.98
160.50	165.08
161.00	165.18
161.50	165.27
162.00	165.37
162.50	165.47
163.00	165.56
163.50	165.66
164.00	165.75
164.50	165.84
165.00	165.93
165.50	166.03
166.00	166.12
166.50	166.21
167.00	166.29
167.50	166.38
168.00	166.47
168.50	166.56
169.00	166.65
169.50	166.74
170.00	166.83
170.50	166.92
171.00	167.01
171.50	167.1
172.00	167.19
172.50	167.29
173.00	167.38
173.50	167.49
174.00	167.59
174.50	167.7
175.00	167.81
175.50	167.93
176.00	168.05
176.50	168.18
177.00	168.31
177.50	168.45
178.00	168.59
178.50	168.75
179.00	168.9
179.50	169.07
180.00	169.24
180.50	169.41
181.00	169.6
181.50	169.78
182.00	169.98
182.50	170.18
183.00	170.38
183.50	170.59
184.00	170.81
184.50	171.03
185.00	171.25
185.50	171.47
186.00	171.7
186.50	171.93
187.00	172.16
187.50	172.39
188.00	172.62
188.50	172.86
189.00	173.09
189.50	173.32
190.00	173.56
190.50	173.79
191.00	174.02
191.50	174.26
192.00	174.49
192.50	174.72
193.00	174.94
193.50	175.17
194.00	175.39
194.50	175.62
195.00	175.84
195.50	176.06
196.00	176.28
196.50	176.5
197.00	176.73
197.50	176.95
198.00	177.18
198.50	177.4
199.00	177.63
199.50	177.86
200.00	178.09
